ref_area,indicator,source,sex,classif1,classif2,time,obs_value,obs_status,note_indicator,note_source
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_X,2015,0,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2015,286,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2015,31,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTEU,2015,227,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTNOTEU,2015,28,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_X,2015,0,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2015,7073,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2015,1087,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTEU,2015,5632,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTNOTEU,2015,354,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_X,2015,0,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2015,5768,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2015,748,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTEU,2015,4733,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTNOTEU,2015,287,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_X,2015,0,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2015,234,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2015,23,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTEU,2015,188,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTNOTEU,2015,23,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_X,2015,0,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2015,5534,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2015,725,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTEU,2015,4545,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTNOTEU,2015,264,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_X,2015,0,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2015,1591,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2015,370,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTEU,2015,1126,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANTNOTEU,2015,95,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_X,2015,0,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2015,52,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2015,8,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTEU,2015,39,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANTNOTEU,2015,5,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_X,2015,0,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2015,1539,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2015,362,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTEU,2015,1087,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANTNOTEU,2015,90,,T13:149_I3:2920,R1:4005_S7:3914
LUX,INJ_NFTL_SEX_INJ_MIG_NB,FA:315,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_X,2015,0,,T13:149_I3:2920,R1:4005_S7:3914
LVA,INJ_NFTL_SEX_INJ_MIG_NB,DA:393,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2009,1171,,T13:149_T14:153,S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,DA:393,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2009,4,,T13:149_T14:153,S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,DA:393,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2009,1167,,T13:149_T14:153,S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,DA:393,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2009,726,,T13:149_T14:153,S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,DA:393,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2009,1,,T13:149_T14:153,S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,DA:393,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2009,725,,T13:149_T14:153,S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,DA:393,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2009,445,,T13:149_T14:153,S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,DA:393,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2009,3,,T13:149_T14:153,S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,DA:393,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2009,442,,T13:149_T14:153,S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,FF:6340,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2011,1363,,T13:149_T14:153_I2:1681,S3:24_S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,FF:6340,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2011,912,,T13:149_T14:153_I2:1681,S3:24_S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,FF:6340,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2011,451,,T13:149_T14:153_I2:1681,S3:24_S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,FF:6340,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2012,1476,,T13:149_T14:153_I2:1681,S3:24_S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,FF:6340,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2012,952,,T13:149_T14:153_I2:1681,S3:24_S9:66
LVA,INJ_NFTL_SEX_INJ_MIG_NB,FF:6340,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2012,524,,T13:149_T14:153_I2:1681,S3:24_S9:66
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,1998,3676,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,1998,13,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,1998,3663,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,1999,3216,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,1999,7,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,1999,3209,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2000,3602,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2000,16,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2000,3586,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2000,2168,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2000,14,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2000,2154,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2000,1433,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2000,2,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2000,1431,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2001,3645,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2001,6,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2001,3639,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2001,2196,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2001,4,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2001,2192,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2001,1449,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2001,2,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2001,1447,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2002,3847,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2002,11,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2002,3836,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2002,2309,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2002,8,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2002,2301,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2002,1538,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2002,3,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2002,1535,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2003,4093,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2003,7,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2003,4086,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2003,2458,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2003,6,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2003,2452,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2003,1635,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2003,1,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2003,1634,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2004,4603,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2004,9,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2004,4594,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2004,2748,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2004,7,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2004,2741,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2004,1855,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2004,2,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2004,1853,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2005,4941,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2005,5,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2005,4936,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2005,2974,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2005,4,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2005,2970,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2005,1967,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2005,1,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2005,1966,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2006,2773,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2006,7,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2006,2766,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2006,1711,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2006,5,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2006,1706,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2006,1062,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2006,2,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2006,1060,,T13:149,S7:57
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2007,4914,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANT,2007,1342,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2007,3572,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2007,68,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANT,2007,32,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2007,36,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2007,4846,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANT,2007,1310,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_T,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2007,3536,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2007,2728,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANT,2007,869,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2007,1859,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2007,58,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANT,2007,30,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2007,28,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_TOTAL,2007,2670,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_MIGRANT,2007,839,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_M,INJ_INCAPACITY_TMP,MIG_STATUS_NONMIG,2007,1831,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_TOTAL,2007,2186,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_MIGRANT,2007,473,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_TOTAL,MIG_STATUS_NONMIG,2007,1713,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_TOTAL,2007,10,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_MIGRANT,2007,2,,T13:149_T14:155,S3:24_S4:34
MAC,INJ_NFTL_SEX_INJ_MIG_NB,FF:243,SEX_F,INJ_INCAPACITY_PRM,MIG_STATUS_NONMIG,2007,8,,T13:149_T14:155,S3:24_S4:34
