ref_area,indicator,source,classif1,classif2,time,obs_value,obs_status,note_classif,note_indicator,note_source
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_K,2016,18,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_L,2016,20,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_M,2016,30,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_N,2016,182,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_O,2016,101,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_P,2016,172,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_Q,2016,254,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_R,2016,60,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_S,2016,8,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_T,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_U,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_TOTAL,2016,73,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_A,2016,5,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_B,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_C,2016,14,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_D,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_E,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_F,2016,20,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_G,2016,7,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_H,2016,12,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_I,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_J,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_K,2016,1,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_L,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_M,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_N,2016,2,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_O,2016,3,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_P,2016,3,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_Q,2016,5,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_R,2016,1,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_S,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_T,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_U,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_TOTAL,2016,3468,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_A,2016,129,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_B,2016,8,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_C,2016,1059,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_D,2016,16,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_E,2016,51,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_F,2016,323,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_G,2016,593,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_H,2016,342,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_I,2016,95,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_J,2016,22,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_K,2016,17,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_L,2016,20,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_M,2016,30,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_N,2016,180,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_O,2016,98,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_P,2016,169,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_Q,2016,249,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_R,2016,59,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_S,2016,8,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_T,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_U,2016,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_AGGREGATE_TOTAL,2016,3541,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_AGGREGATE_TOTAL,2016,73,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_AGGREGATE_TOTAL,2016,3468,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_TOTAL,2017,3977,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_A,2017,166,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_B,2017,10,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_C,2017,1197,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_D,2017,27,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_E,2017,97,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_F,2017,384,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_G,2017,633,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_H,2017,444,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_I,2017,96,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_J,2017,23,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_K,2017,11,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_L,2017,27,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_M,2017,28,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_N,2017,205,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_O,2017,112,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_P,2017,166,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_Q,2017,268,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_R,2017,67,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_S,2017,15,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_T,2017,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_U,2017,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_TOTAL,2017,107,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_A,2017,8,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_B,2017,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_C,2017,23,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_D,2017,1,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_E,2017,2,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_F,2017,29,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_G,2017,12,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_H,2017,15,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_I,2017,2,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_J,2017,1,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_K,2017,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_L,2017,2,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_M,2017,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_N,2017,2,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_O,2017,2,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_P,2017,1,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_Q,2017,5,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_R,2017,2,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_S,2017,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_T,2017,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_U,2017,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_TOTAL,2017,3870,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_A,2017,158,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_B,2017,10,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_C,2017,1174,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_D,2017,26,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_E,2017,95,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_F,2017,355,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_G,2017,621,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_H,2017,429,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_I,2017,94,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_J,2017,22,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_K,2017,11,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_L,2017,25,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_M,2017,28,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_N,2017,203,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_O,2017,110,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_P,2017,165,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_Q,2017,263,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_R,2017,65,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_S,2017,15,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_T,2017,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_ISIC4_U,2017,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_AGGREGATE_TOTAL,2017,3977,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_AGGREGATE_TOTAL,2017,107,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TMP,ECO_AGGREGATE_TOTAL,2017,3870,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_TOTAL,2018,3834,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_A,2018,154,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_B,2018,9,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_C,2018,1206,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_D,2018,24,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_E,2018,71,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_F,2018,368,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_G,2018,601,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_H,2018,389,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_I,2018,81,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_J,2018,12,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_K,2018,4,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_L,2018,40,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_M,2018,50,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_N,2018,229,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_O,2018,105,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_P,2018,161,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_Q,2018,262,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_R,2018,54,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_S,2018,14,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_T,2018,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_TOTAL,ECO_ISIC4_U,2018,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_TOTAL,2018,133,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_A,2018,12,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_B,2018,0,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_C,2018,44,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_D,2018,1,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_E,2018,2,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_F,2018,23,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_G,2018,10,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_H,2018,17,,,T13:149_I3:2920,R1:4005_S9:66
LTU,INJ_NFTL_INJ_ECO_NB,FF:313,INJ_INCAPACITY_PRM,ECO_ISIC4_I,2018,1,,,T13:149_I3:2920,R1:4005_S9:66
