Reference area;Source type;Sex;Time;Total;Migrants;Non migrants;EU Migrants;Migrants excluding EU;Unknown
Singapore;Labour inspectorate records;Total;2013;59;;;;;
Singapore;Labour inspectorate records;Total;2014;60;;;;;
Singapore;Labour inspectorate records;Male;2014;59;;;;;
Singapore;Labour inspectorate records;Female;2014;1;;;;;
Singapore;Labour inspectorate records;Total;2015;66;;;;;
Singapore;Labour inspectorate records;Male;2015;64;;;;;
Singapore;Labour inspectorate records;Female;2015;2;;;;;
Singapore;Labour inspectorate records;Total;2016;66;;;;;
Singapore;Labour inspectorate records;Male;2016;63;;;;;
Singapore;Labour inspectorate records;Female;2016;3;;;;;
Singapore;Labour inspectorate records;Total;2017;42;;;;;
Singapore;Labour inspectorate records;Male;2017;40;;;;;
Singapore;Labour inspectorate records;Female;2017;2;;;;;
Singapore;Labour inspectorate records;Total;2018;41;;;;;
Singapore;Labour inspectorate records;Male;2018;38;;;;;
Singapore;Labour inspectorate records;Female;2018;3;;;;;
Singapore;Labour inspectorate records;Total;2019;39;;;;;
Singapore;Labour inspectorate records;Male;2019;37;;;;;
Singapore;Labour inspectorate records;Female;2019;2;;;;;
Slovakia;Labour inspectorate records;Total;2010;45;;43;2;0;
Slovakia;Labour inspectorate records;Male;2010;41;;39;2;0;
Slovakia;Labour inspectorate records;Female;2010;4;;4;0;0;
Slovakia;Labour inspectorate records;Total;2011;38;;38;0;0;
Slovakia;Labour inspectorate records;Male;2011;36;;36;0;0;
Slovakia;Labour inspectorate records;Female;2011;2;;2;0;0;
Slovakia;Labour inspectorate records;Total;2012;53;;53;0;0;
Slovakia;Labour inspectorate records;Male;2012;53;;53;0;0;
Slovakia;Labour inspectorate records;Female;2012;0;;0;0;0;
Slovakia;Labour inspectorate records;Total;2013;56;;56;0;0;
Slovakia;Labour inspectorate records;Male;2013;54;;54;0;0;
Slovakia;Labour inspectorate records;Female;2013;2;;2;0;0;
Slovakia;Labour inspectorate records;Total;2014;40;;40;0;0;
Slovakia;Labour inspectorate records;Male;2014;40;;40;0;0;
Slovakia;Labour inspectorate records;Female;2014;0;;0;0;0;
Slovakia;Labour inspectorate records;Total;2015;55;;55;0;0;
Slovakia;Labour inspectorate records;Male;2015;53;;53;0;0;
Slovakia;Labour inspectorate records;Female;2015;2;;2;0;0;
Slovakia;Labour inspectorate records;Total;2016;40;;;;;
Slovakia;Labour inspectorate records;Male;2016;38;;;;;
Slovakia;Labour inspectorate records;Female;2016;2;;;;;
Slovenia;Other administrative records and related sources;Total;2010;26;;22;0;4;
Slovenia;Other administrative records and related sources;Male;2010;26;;22;0;4;
Slovenia;Other administrative records and related sources;Female;2010;0;;0;0;0;
Slovenia;Other administrative records and related sources;Total;2011;21;;17;0;2;2
Slovenia;Other administrative records and related sources;Male;2011;19;;15;0;2;2
Slovenia;Other administrative records and related sources;Female;2011;2;;2;0;0;
Slovenia;Other administrative records and related sources;Total;2012;23;;11;2;8;2
Slovenia;Other administrative records and related sources;Male;2012;23;;11;2;8;2
Slovenia;Other administrative records and related sources;Female;2012;0;;0;0;0;
Slovenia;Other administrative records and related sources;Total;2013;21;;16;0;5;
Slovenia;Other administrative records and related sources;Male;2013;19;;14;0;5;
Slovenia;Other administrative records and related sources;Female;2013;2;;2;0;0;
Slovenia;Other administrative records and related sources;Total;2014;25;;18;2;5;
Slovenia;Other administrative records and related sources;Male;2014;23;;16;2;5;
Slovenia;Other administrative records and related sources;Female;2014;2;;2;0;0;
Slovenia;Other administrative records and related sources;Total;2015;23;;8;0;15;
Slovenia;Other administrative records and related sources;Male;2015;21;;6;0;15;
Slovenia;Other administrative records and related sources;Female;2015;2;;2;0;0;
South Africa;Other administrative records and related sources;Total;2010;185;;;;;
South Africa;Other administrative records and related sources;Total;2016;307;;;;;
Spain;Insurance records;Total;2011;366;;318;21;27;
Spain;Insurance records;Male;2011;354;;308;21;25;
Spain;Insurance records;Female;2011;12;;10;0;2;
Spain;Insurance records;Total;2012;300;;249;19;32;
Spain;Insurance records;Male;2012;287;;238;19;30;
Spain;Insurance records;Female;2012;13;;11;0;2;
Spain;Insurance records;Total;2013;271;;230;26;15;
Spain;Insurance records;Male;2013;260;;221;24;15;
Spain;Insurance records;Female;2013;11;;9;2;0;
Spain;Insurance records;Total;2014;281;;245;19;17;
Spain;Insurance records;Male;2014;264;;230;19;15;
Spain;Insurance records;Female;2014;17;;15;0;2;
Spain;Insurance records;Total;2015;345;;296;29;20;
Spain;Insurance records;Male;2015;324;;277;27;20;
Spain;Insurance records;Female;2015;21;;19;2;0;
Spain;Insurance records;Total;2016;260;28;232;;;
Spain;Insurance records;Male;2016;249;28;221;;;
Spain;Insurance records;Female;2016;11;0;11;;;
Sri Lanka;Labour inspectorate records;Total;2010;64;;;;;
Sri Lanka;Labour inspectorate records;Total;2013;141;;;;;
Sri Lanka;Labour inspectorate records;Total;2014;68;;;;;
Sri Lanka;Labour inspectorate records;Male;2014;65;;;;;
Sri Lanka;Labour inspectorate records;Female;2014;3;;;;;
Sri Lanka;Labour inspectorate records;Total;2015;76;;;;;
Sri Lanka;Labour inspectorate records;Male;2015;73;;;;;
Sri Lanka;Labour inspectorate records;Female;2015;3;;;;;
Sri Lanka;Labour inspectorate records;Total;2016;67;;;;;
Sri Lanka;Labour inspectorate records;Male;2016;64;;;;;
Sri Lanka;Labour inspectorate records;Female;2016;3;;;;;
Sri Lanka;Labour inspectorate records;Total;2017;68;;;;;
Sri Lanka;Labour inspectorate records;Male;2017;65;;;;;
Sri Lanka;Labour inspectorate records;Female;2017;3;;;;;
Sri Lanka;Labour inspectorate records;Total;2018;103;;;;;
Sri Lanka;Labour inspectorate records;Male;2018;91;;;;;
Sri Lanka;Labour inspectorate records;Female;2018;12;;;;;
Sri Lanka;Labour inspectorate records;Total;2019;80;;;;;
Sri Lanka;Labour inspectorate records;Male;2019;78;;;;;
Sri Lanka;Labour inspectorate records;Female;2019;2;;;;;
Sweden;Other administrative records and related sources;Total;2010;41;;0;0;0;41
Sweden;Other administrative records and related sources;Male;2010;37;;0;0;0;37
Sweden;Other administrative records and related sources;Female;2010;4;;0;0;0;4
Sweden;Other administrative records and related sources;Total;2011;58;;0;0;0;58
Sweden;Other administrative records and related sources;Male;2011;51;;0;0;0;51
Sweden;Other administrative records and related sources;Female;2011;7;;0;0;0;7
Sweden;Other administrative records and related sources;Total;2012;45;;0;0;0;45
Sweden;Other administrative records and related sources;Male;2012;41;;0;0;0;41
Sweden;Other administrative records and related sources;Female;2012;4;;0;0;0;4
Sweden;Other administrative records and related sources;Total;2013;36;;0;0;0;36
Sweden;Other administrative records and related sources;Male;2013;34;;0;0;0;34
Sweden;Other administrative records and related sources;Female;2013;2;;0;0;0;2
Sweden;Other administrative records and related sources;Total;2014;41;;0;0;0;41
Sweden;Other administrative records and related sources;Male;2014;39;;0;0;0;39
Sweden;Other administrative records and related sources;Female;2014;2;;0;0;0;2
Sweden;Other administrative records and related sources;Total;2015;34;;0;0;0;34
Sweden;Other administrative records and related sources;Male;2015;32;;0;0;0;32
Sweden;Other administrative records and related sources;Female;2015;2;;0;0;0;2
Sweden;Other administrative records and related sources;Total;2016;37;;;;;
Sweden;Other administrative records and related sources;Male;2016;33;;;;;
Sweden;Other administrative records and related sources;Female;2016;4;;;;;
Switzerland;Other administrative records and related sources;Total;2010;92;;66;20;6;
Switzerland;Other administrative records and related sources;Male;2010;86;;64;18;4;
Switzerland;Other administrative records and related sources;Female;2010;6;;2;2;2;
Switzerland;Other administrative records and related sources;Total;2011;57;;34;12;9;2
Switzerland;Other administrative records and related sources;Male;2011;52;;29;12;9;2
Switzerland;Other administrative records and related sources;Female;2011;5;;5;0;0;
Switzerland;Other administrative records and related sources;Total;2012;65;;47;13;5;
Switzerland;Other administrative records and related sources;Male;2012;61;;43;13;5;
Switzerland;Other administrative records and related sources;Female;2012;4;;4;0;0;
Switzerland;Other administrative records and related sources;Total;2013;78;;46;21;9;2
Switzerland;Other administrative records and related sources;Male;2013;72;;40;21;9;2
Switzerland;Other administrative records and related sources;Female;2013;6;;6;0;0;
Switzerland;Other administrative records and related sources;Total;2014;74;;50;16;8;
Switzerland;Other administrative records and related sources;Male;2014;70;;48;14;8;
Switzerland;Other administrative records and related sources;Female;2014;4;;2;2;0;
Switzerland;Other administrative records and related sources;Total;2015;54;;41;9;4;
Switzerland;Other administrative records and related sources;Male;2015;52;;39;9;4;
Switzerland;Other administrative records and related sources;Female;2015;2;;2;0;0;
Thailand;Insurance records;Total;2010;619;;;;;
Thailand;Insurance records;Total;2011;551;;;;;
Thailand;Insurance records;Total;2012;717;;;;;
Thailand;Insurance records;Total;2013;635;;;;;
Thailand;Insurance records;Total;2014;625;;;;;
Trinidad and Tobago;Other administrative records and related sources;Total;2010;9;;;;;
Trinidad and Tobago;Other administrative records and related sources;Total;2014;6;;;;;
Trinidad and Tobago;Other administrative records and related sources;Male;2014;6;;;;;
Trinidad and Tobago;Other administrative records and related sources;Female;2014;0;;;;;
Turkey;Insurance records;Total;2010;1444;0;1444;;;
Turkey;Insurance records;Male;2010;1421;0;1421;;;
Turkey;Insurance records;Female;2010;23;0;23;;;
Turkey;Insurance records;Total;2011;1700;0;1700;;;
Turkey;Insurance records;Male;2011;1668;0;1668;;;
Turkey;Insurance records;Female;2011;32;0;32;;;
Turkey;Insurance records;Total;2012;744;3;741;;;
Turkey;Insurance records;Male;2012;735;3;732;;;
Turkey;Insurance records;Female;2012;9;0;9;;;
Turkey;Insurance records;Total;2013;1362;2;1360;;;
Turkey;Insurance records;Male;2013;1338;1;1337;;;
Turkey;Insurance records;Female;2013;24;1;23;;;
Turkey;Insurance records;Total;2014;1629;1;1628;;;
Turkey;Insurance records;Male;2014;1592;0;1592;;;
Turkey;Insurance records;Female;2014;37;1;36;;;
Turkey;Insurance records;Total;2015;1254;0;1254;;;
Turkey;Insurance records;Male;2015;1221;0;1221;;;
Turkey;Insurance records;Female;2015;33;0;33;;;
Turkey;Insurance records;Total;2016;1406;5;1401;;;
Turkey;Insurance records;Male;2016;1370;5;1365;;;
Turkey;Insurance records;Female;2016;36;0;36;;;
Ukraine;Establishment survey;Total;2010;580;;;;;
Ukraine;Establishment survey;Male;2010;549;;;;;
Ukraine;Establishment survey;Female;2010;31;;;;;
Ukraine;Establishment survey;Total;2011;597;;;;;
Ukraine;Establishment survey;Male;2011;553;;;;;
Ukraine;Establishment survey;Female;2011;44;;;;;
Ukraine;Establishment survey;Total;2012;587;;;;;
Ukraine;Establishment survey;Male;2012;547;;;;;
Ukraine;Establishment survey;Female;2012;40;;;;;
Ukraine;Establishment survey;Total;2013;474;;;;;
Ukraine;Establishment survey;Male;2013;436;;;;;
Ukraine;Establishment survey;Female;2013;38;;;;;
Ukraine;Establishment survey;Total;2014;384;;;;;
Ukraine;Establishment survey;Male;2014;341;;;;;
Ukraine;Establishment survey;Female;2014;43;;;;;
Ukraine;Establishment survey;Total;2015;325;;;;;
Ukraine;Establishment survey;Male;2015;296;;;;;
Ukraine;Establishment survey;Female;2015;29;;;;;
Ukraine;Establishment survey;Total;2016;357;;;;;
Ukraine;Establishment survey;Male;2016;323;;;;;
Ukraine;Establishment survey;Female;2016;34;;;;;
Ukraine;Establishment survey;Total;2017;291;;;;;
Ukraine;Establishment survey;Male;2017;259;;;;;
Ukraine;Establishment survey;Female;2017;32;;;;;
Ukraine;Establishment survey;Total;2018;275;;;;;
Ukraine;Establishment survey;Male;2018;248;;;;;
Ukraine;Establishment survey;Female;2018;27;;;;;
Ukraine;Establishment survey;Total;2019;410;;;;;
Ukraine;Establishment survey;Male;2019;379;;;;;
Ukraine;Establishment survey;Female;2019;31;;;;;
United Kingdom;Insurance records;Total;2010;144;;0;0;0;144
United Kingdom;Insurance records;Male;2010;137;;0;0;0;137
United Kingdom;Insurance records;Female;2010;7;;0;0;0;7
United Kingdom;Insurance records;Total;2011;194;;0;0;0;194
United Kingdom;Insurance records;Male;2011;186;;0;0;0;186
United Kingdom;Insurance records;Female;2011;8;;0;0;0;8
United Kingdom;Insurance records;Total;2012;161;;0;0;0;161
United Kingdom;Insurance records;Male;2012;153;;0;0;0;153
United Kingdom;Insurance records;Female;2012;8;;0;0;0;8
United Kingdom;Insurance records;Total;2013;271;;0;0;0;271
United Kingdom;Insurance records;Male;2013;247;;0;0;0;247
United Kingdom;Insurance records;Female;2013;24;;0;0;0;24
United Kingdom;Insurance records;Total;2014;239;;7;0;2;230
United Kingdom;Insurance records;Male;2014;215;;7;0;2;206
United Kingdom;Insurance records;Female;2014;24;;0;0;0;24
United Kingdom;Insurance records;Total;2015;260;;0;0;0;260
United Kingdom;Insurance records;Male;2015;236;;0;0;0;236
United Kingdom;Insurance records;Female;2015;24;;0;0;0;24
United States;Other administrative records and related sources;Total;2010;4547;;;;;
United States;Other administrative records and related sources;Male;2010;4192;;;;;
United States;Other administrative records and related sources;Female;2010;355;;;;;
United States;Other administrative records and related sources;Total;2011;4693;;;;;
United States;Other administrative records and related sources;Male;2011;4308;;;;;
United States;Other administrative records and related sources;Female;2011;385;;;;;
United States;Other administrative records and related sources;Total;2012;4628;;;;;
United States;Other administrative records and related sources;Male;2012;4277;;;;;
United States;Other administrative records and related sources;Female;2012;351;;;;;
United States;Other administrative records and related sources;Total;2013;4585;;;;;
United States;Other administrative records and related sources;Male;2013;4265;;;;;
United States;Other administrative records and related sources;Female;2013;319;;;;;
United States;Other administrative records and related sources;Total;2014;4818;;;;;
United States;Other administrative records and related sources;Male;2014;4457;;;;;
United States;Other administrative records and related sources;Female;2014;361;;;;;
Uruguay;Insurance records;Total;2013;51;;;;;
Uruguay;Insurance records;Total;2016;21;;;;;
Uruguay;Insurance records;Male;2016;21;;;;;
Uruguay;Insurance records;Female;2016;0;;;;;
Uruguay;Insurance records;Total;2018;46;;;;;
Uruguay;Insurance records;Male;2018;46;;;;;
Uruguay;Insurance records;Female;2018;0;;;;;
Uzbekistan;Official estimate;Total;2015;59;;59;;;
Uzbekistan;Official estimate;Male;2015;53;;53;;;
Uzbekistan;Official estimate;Female;2015;1;;1;;;
Uzbekistan;Official estimate;Total;2016;63;;63;;;
Uzbekistan;Official estimate;Male;2016;57;;57;;;
Uzbekistan;Official estimate;Female;2016;6;;6;;;
Uzbekistan;Official estimate;Total;2017;60;;60;;;
Uzbekistan;Official estimate;Male;2017;60;;60;;;
Uzbekistan;Official estimate;Total;2018;54;;54;;;
Uzbekistan;Official estimate;Male;2018;53;;53;;;
Uzbekistan;Official estimate;Female;2018;1;;1;;;
Uzbekistan;Official estimate;Total;2019;65;;65;;;
Uzbekistan;Official estimate;Male;2019;64;;64;;;
Uzbekistan;Official estimate;Female;2019;1;;1;;;
Venezuela, Bolivarian Republic of;Records of workers' organizations;Total;2010;330;;;;;
Venezuela, Bolivarian Republic of;Records of workers' organizations;Male;2010;311;;;;;
Venezuela, Bolivarian Republic of;Records of workers' organizations;Female;2010;19;;;;;
Venezuela, Bolivarian Republic of;Records of workers' organizations;Total;2011;313;;;;;
Venezuela, Bolivarian Republic of;Records of workers' organizations;Male;2011;291;;;;;
Venezuela, Bolivarian Republic of;Records of workers' organizations;Female;2011;22;;;;;
Venezuela, Bolivarian Republic of;Records of workers' organizations;Total;2012;320;;;;;
Venezuela, Bolivarian Republic of;Records of workers' organizations;Male;2012;308;;;;;
Venezuela, Bolivarian Republic of;Records of workers' organizations;Female;2012;12;;;;;
Zimbabwe;Insurance records;Total;2011;84;;;;;
Zimbabwe;Insurance records;Male;2011;78;;;;;
Zimbabwe;Insurance records;Female;2011;6;;;;;
Zimbabwe;Insurance records;Total;2012;91;;;;;
Zimbabwe;Insurance records;Male;2012;88;;;;;
Zimbabwe;Insurance records;Female;2012;3;;;;;
Zimbabwe;Insurance records;Total;2014;106;;;;;
Zimbabwe;Insurance records;Male;2014;103;;;;;
Zimbabwe;Insurance records;Female;2014;3;;;;;
