Reference area;Source type;Sex;Occupational injuries;Time;Total;Migrants;Non migrants;EU Migrants;Migrants excluding EU;Unknown
France;Insurance records;Female;Temporary incapacity;2015;258344;;6646;316;261;251121
French Guiana;Official estimate;Total;Permanent incapacity;2014;68;;;;;
French Guiana;Official estimate;Male;Permanent incapacity;2014;46;;;;;
French Guiana;Official estimate;Female;Permanent incapacity;2014;22;;;;;
Georgia;Other administrative records and related sources;Total;Total;2019;168;1;167;;;
Georgia;Other administrative records and related sources;Total;Temporary incapacity;2019;168;1;167;;;
Georgia;Other administrative records and related sources;Male;Total;2019;159;1;158;;;
Georgia;Other administrative records and related sources;Male;Temporary incapacity;2019;159;1;158;;;
Georgia;Other administrative records and related sources;Female;Total;2019;9;;9;;;
Georgia;Other administrative records and related sources;Female;Temporary incapacity;2019;9;;9;;;
Greece;Insurance records;Total;Total;2011;13489;;11384;337;1768;0
Greece;Insurance records;Total;Permanent incapacity;2011;964;;756;37;171;0
Greece;Insurance records;Total;Temporary incapacity;2011;12525;;10628;300;1597;0
Greece;Insurance records;Male;Total;2011;10581;;8759;250;1572;0
Greece;Insurance records;Male;Permanent incapacity;2011;861;;655;35;171;0
Greece;Insurance records;Male;Temporary incapacity;2011;9720;;8104;215;1401;0
Greece;Insurance records;Female;Total;2011;2908;;2625;87;196;0
Greece;Insurance records;Female;Permanent incapacity;2011;103;;101;2;0;0
Greece;Insurance records;Female;Temporary incapacity;2011;2805;;2524;85;196;0
Greece;Insurance records;Total;Total;2012;11082;;9574;256;1252;0
Greece;Insurance records;Total;Permanent incapacity;2012;745;;601;25;119;0
Greece;Insurance records;Total;Temporary incapacity;2012;10337;;8973;231;1133;0
Greece;Insurance records;Male;Total;2012;8682;;7360;205;1117;0
Greece;Insurance records;Male;Permanent incapacity;2012;686;;544;25;117;0
Greece;Insurance records;Male;Temporary incapacity;2012;7996;;6816;180;1000;0
Greece;Insurance records;Female;Total;2012;2400;;2214;51;135;0
Greece;Insurance records;Female;Permanent incapacity;2012;59;;57;0;2;0
Greece;Insurance records;Female;Temporary incapacity;2012;2341;;2157;51;133;0
Greece;Insurance records;Total;Total;2013;9676;;8531;146;999;0
Greece;Insurance records;Total;Permanent incapacity;2013;689;;566;13;110;0
Greece;Insurance records;Total;Temporary incapacity;2013;8987;;7965;133;889;0
Greece;Insurance records;Male;Total;2013;7425;;6437;102;886;0
Greece;Insurance records;Male;Permanent incapacity;2013;605;;484;13;108;0
Greece;Insurance records;Male;Temporary incapacity;2013;6820;;5953;89;778;0
Greece;Insurance records;Female;Total;2013;2251;;2094;44;113;0
Greece;Insurance records;Female;Permanent incapacity;2013;84;;82;0;2;0
Greece;Insurance records;Female;Temporary incapacity;2013;2167;;2012;44;111;0
Greece;Insurance records;Total;Total;2014;3411;;3053;58;300;0
Greece;Insurance records;Total;Permanent incapacity;2014;227;;192;4;31;0
Greece;Insurance records;Total;Temporary incapacity;2014;3184;;2861;54;269;0
Greece;Insurance records;Male;Total;2014;2551;;2267;37;247;0
Greece;Insurance records;Male;Permanent incapacity;2014;201;;172;2;27;0
Greece;Insurance records;Male;Temporary incapacity;2014;2350;;2095;35;220;0
Greece;Insurance records;Female;Total;2014;860;;786;21;53;0
Greece;Insurance records;Female;Permanent incapacity;2014;26;;20;2;4;0
Greece;Insurance records;Female;Temporary incapacity;2014;834;;766;19;49;0
Greece;Insurance records;Total;Total;2015;3750;;3357;66;327;0
Greece;Insurance records;Total;Permanent incapacity;2015;225;;179;7;39;0
Greece;Insurance records;Total;Temporary incapacity;2015;3525;;3178;59;288;0
Greece;Insurance records;Male;Total;2015;2734;;2430;44;260;0
Greece;Insurance records;Male;Permanent incapacity;2015;201;;159;5;37;0
Greece;Insurance records;Male;Temporary incapacity;2015;2533;;2271;39;223;0
Greece;Insurance records;Female;Total;2015;1016;;927;22;67;0
Greece;Insurance records;Female;Permanent incapacity;2015;24;;20;2;2;0
Greece;Insurance records;Female;Temporary incapacity;2015;992;;907;20;65;0
Guadeloupe;Other administrative records and related sources;Total;Permanent incapacity;2014;84;;;;;
Guadeloupe;Other administrative records and related sources;Male;Permanent incapacity;2014;57;;;;;
Guadeloupe;Other administrative records and related sources;Female;Permanent incapacity;2014;27;;;;;
Hungary;Labour inspectorate records;Total;Total;2010;19991;;19807;146;38;0
Hungary;Labour inspectorate records;Total;Permanent incapacity;2010;293;;287;4;2;0
Hungary;Labour inspectorate records;Total;Temporary incapacity;2010;19698;;19520;142;36;0
Hungary;Labour inspectorate records;Male;Total;2010;12984;;12869;89;26;0
Hungary;Labour inspectorate records;Male;Permanent incapacity;2010;210;;206;2;2;0
Hungary;Labour inspectorate records;Male;Temporary incapacity;2010;12774;;12663;87;24;0
Hungary;Labour inspectorate records;Female;Total;2010;7007;;6938;57;12;0
Hungary;Labour inspectorate records;Female;Permanent incapacity;2010;83;;81;2;0;0
Hungary;Labour inspectorate records;Female;Temporary incapacity;2010;6924;;6857;55;12;0
Hungary;Labour inspectorate records;Total;Total;2011;17306;;17140;138;28;0
Hungary;Labour inspectorate records;Total;Permanent incapacity;2011;183;;177;4;2;0
Hungary;Labour inspectorate records;Total;Temporary incapacity;2011;17123;;16963;134;26;0
Hungary;Labour inspectorate records;Male;Total;2011;11226;;11116;90;20;0
Hungary;Labour inspectorate records;Male;Permanent incapacity;2011;141;;137;2;2;0
Hungary;Labour inspectorate records;Male;Temporary incapacity;2011;11085;;10979;88;18;0
Hungary;Labour inspectorate records;Female;Total;2011;6080;;6024;48;8;0
Hungary;Labour inspectorate records;Female;Permanent incapacity;2011;42;;40;2;0;0
Hungary;Labour inspectorate records;Female;Temporary incapacity;2011;6038;;5984;46;8;0
Hungary;Labour inspectorate records;Total;Total;2012;20476;;20322;132;22;0
Hungary;Labour inspectorate records;Total;Permanent incapacity;2012;270;;270;0;0;0
Hungary;Labour inspectorate records;Total;Temporary incapacity;2012;20206;;20052;132;22;0
Hungary;Labour inspectorate records;Male;Total;2012;13329;;13208;101;20;0
Hungary;Labour inspectorate records;Male;Permanent incapacity;2012;196;;196;0;0;0
Hungary;Labour inspectorate records;Male;Temporary incapacity;2012;13133;;13012;101;20;0
Hungary;Labour inspectorate records;Female;Total;2012;7147;;7114;31;2;0
Hungary;Labour inspectorate records;Female;Permanent incapacity;2012;74;;74;0;0;0
Hungary;Labour inspectorate records;Female;Temporary incapacity;2012;7073;;7040;31;2;0
Hungary;Labour inspectorate records;Total;Total;2013;18897;;18721;133;37;6
Hungary;Labour inspectorate records;Total;Permanent incapacity;2013;466;;462;4;0;0
Hungary;Labour inspectorate records;Total;Temporary incapacity;2013;18431;;18259;129;37;6
Hungary;Labour inspectorate records;Male;Total;2013;12412;;12298;88;22;4
Hungary;Labour inspectorate records;Male;Permanent incapacity;2013;328;;326;2;0;0
Hungary;Labour inspectorate records;Male;Temporary incapacity;2013;12084;;11972;86;22;4
Hungary;Labour inspectorate records;Female;Total;2013;6485;;6423;45;15;2
Hungary;Labour inspectorate records;Female;Permanent incapacity;2013;138;;136;2;0;0
Hungary;Labour inspectorate records;Female;Temporary incapacity;2013;6347;;6287;43;15;2
Hungary;Labour inspectorate records;Total;Total;2014;19493;;19318;138;29;8
Hungary;Labour inspectorate records;Total;Permanent incapacity;2014;637;;627;4;4;2
Hungary;Labour inspectorate records;Total;Temporary incapacity;2014;18856;;18691;134;25;6
Hungary;Labour inspectorate records;Male;Total;2014;12674;;12554;99;17;4
Hungary;Labour inspectorate records;Male;Permanent incapacity;2014;431;;427;2;2;0
Hungary;Labour inspectorate records;Male;Temporary incapacity;2014;12243;;12127;97;15;4
Hungary;Labour inspectorate records;Female;Total;2014;6819;;6764;39;12;4
Hungary;Labour inspectorate records;Female;Permanent incapacity;2014;206;;200;2;2;2
Hungary;Labour inspectorate records;Female;Temporary incapacity;2014;6613;;6564;37;10;2
Hungary;Labour inspectorate records;Total;Total;2015;20842;;20675;135;30;2
Hungary;Labour inspectorate records;Total;Permanent incapacity;2015;663;;657;4;2;0
Hungary;Labour inspectorate records;Total;Temporary incapacity;2015;20179;;20018;131;28;2
Hungary;Labour inspectorate records;Male;Total;2015;13518;;13412;76;28;2
Hungary;Labour inspectorate records;Male;Permanent incapacity;2015;457;;453;2;2;0
Hungary;Labour inspectorate records;Male;Temporary incapacity;2015;13061;;12959;74;26;2
Hungary;Labour inspectorate records;Female;Total;2015;7324;;7263;59;2;0
Hungary;Labour inspectorate records;Female;Permanent incapacity;2015;206;;204;2;0;0
Hungary;Labour inspectorate records;Female;Temporary incapacity;2015;7118;;7059;57;2;0
Hungary;Labour inspectorate records;Total;Total;2016;22947;170;22777;;;
Hungary;Labour inspectorate records;Total;Permanent incapacity;2016;306;3;303;;;
Hungary;Labour inspectorate records;Total;Temporary incapacity;2016;22641;167;22474;;;
Hungary;Labour inspectorate records;Male;Total;2016;14699;116;14583;;;
Hungary;Labour inspectorate records;Male;Permanent incapacity;2016;210;2;208;;;
Hungary;Labour inspectorate records;Male;Temporary incapacity;2016;14489;114;14375;;;
Hungary;Labour inspectorate records;Female;Total;2016;8248;54;8194;;;
Hungary;Labour inspectorate records;Female;Permanent incapacity;2016;96;1;95;;;
Hungary;Labour inspectorate records;Female;Temporary incapacity;2016;8152;53;8099;;;
Ireland;Labour inspectorate records;Total;Total;2010;19218;;16180;2416;548;74
Ireland;Labour inspectorate records;Total;Permanent incapacity;2010;205;;173;17;13;2
Ireland;Labour inspectorate records;Total;Temporary incapacity;2010;19013;;16007;2399;535;72
Ireland;Labour inspectorate records;Male;Total;2010;13242;;11073;1788;340;41
Ireland;Labour inspectorate records;Male;Permanent incapacity;2010;140;;121;8;11;0
Ireland;Labour inspectorate records;Male;Temporary incapacity;2010;13102;;10952;1780;329;41
Ireland;Labour inspectorate records;Female;Total;2010;5976;;5107;628;208;33
Ireland;Labour inspectorate records;Female;Permanent incapacity;2010;65;;52;9;2;2
Ireland;Labour inspectorate records;Female;Temporary incapacity;2010;5911;;5055;619;206;31
Ireland;Labour inspectorate records;Total;Total;2011;16693;;13729;2259;551;154
Ireland;Labour inspectorate records;Total;Permanent incapacity;2011;187;;161;19;7;0
Ireland;Labour inspectorate records;Total;Temporary incapacity;2011;16506;;13568;2240;544;154
Ireland;Labour inspectorate records;Male;Total;2011;11326;;9267;1654;315;90
Ireland;Labour inspectorate records;Male;Permanent incapacity;2011;114;;98;11;5;0
Ireland;Labour inspectorate records;Male;Temporary incapacity;2011;11212;;9169;1643;310;90
Ireland;Labour inspectorate records;Female;Total;2011;5367;;4462;605;236;64
Ireland;Labour inspectorate records;Female;Permanent incapacity;2011;73;;63;8;2;0
Ireland;Labour inspectorate records;Female;Temporary incapacity;2011;5294;;4399;597;234;64
Ireland;Labour inspectorate records;Total;Total;2012;15201;;12380;2152;582;87
Ireland;Labour inspectorate records;Total;Permanent incapacity;2012;200;;164;32;4;0
Ireland;Labour inspectorate records;Total;Temporary incapacity;2012;15001;;12216;2120;578;87
Ireland;Labour inspectorate records;Male;Total;2012;8914;;7121;1493;256;44
Ireland;Labour inspectorate records;Male;Permanent incapacity;2012;130;;102;26;2;0
Ireland;Labour inspectorate records;Male;Temporary incapacity;2012;8784;;7019;1467;254;44
Ireland;Labour inspectorate records;Female;Total;2012;6287;;5259;659;326;43
Ireland;Labour inspectorate records;Female;Permanent incapacity;2012;70;;62;6;2;0
Ireland;Labour inspectorate records;Female;Temporary incapacity;2012;6217;;5197;653;324;43
Ireland;Labour inspectorate records;Total;Total;2013;17969;;14320;2917;659;73
Ireland;Labour inspectorate records;Total;Permanent incapacity;2013;177;;127;42;6;2
Ireland;Labour inspectorate records;Total;Temporary incapacity;2013;17792;;14193;2875;653;71
Ireland;Labour inspectorate records;Male;Total;2013;11690;;9208;2047;400;35
Ireland;Labour inspectorate records;Male;Permanent incapacity;2013;142;;102;40;0;0
Ireland;Labour inspectorate records;Male;Temporary incapacity;2013;11548;;9106;2007;400;35
Ireland;Labour inspectorate records;Female;Total;2013;6279;;5112;870;259;38
Ireland;Labour inspectorate records;Female;Permanent incapacity;2013;35;;25;2;6;2
Ireland;Labour inspectorate records;Female;Temporary incapacity;2013;6244;;5087;868;253;36
Ireland;Labour inspectorate records;Total;Total;2014;18087;;14827;2692;510;58
Ireland;Labour inspectorate records;Total;Permanent incapacity;2014;140;;103;37;0;0
Ireland;Labour inspectorate records;Total;Temporary incapacity;2014;17947;;14724;2655;510;58
Ireland;Labour inspectorate records;Male;Total;2014;12503;;10168;2009;281;45
Ireland;Labour inspectorate records;Male;Permanent incapacity;2014;96;;65;31;0;0
Ireland;Labour inspectorate records;Male;Temporary incapacity;2014;12407;;10103;1978;281;45
Ireland;Labour inspectorate records;Female;Total;2014;5584;;4659;683;229;13
Ireland;Labour inspectorate records;Female;Permanent incapacity;2014;44;;38;6;0;0
Ireland;Labour inspectorate records;Female;Temporary incapacity;2014;5540;;4621;677;229;13
Ireland;Labour inspectorate records;Total;Total;2015;16484;;13519;2491;410;64
Ireland;Labour inspectorate records;Total;Permanent incapacity;2015;202;;134;44;24;0
Ireland;Labour inspectorate records;Total;Temporary incapacity;2015;16282;;13385;2447;386;64
Ireland;Labour inspectorate records;Male;Total;2015;11585;;9498;1808;238;41
Ireland;Labour inspectorate records;Male;Permanent incapacity;2015;151;;92;37;22;0
Ireland;Labour inspectorate records;Male;Temporary incapacity;2015;11434;;9406;1771;216;41
Ireland;Labour inspectorate records;Female;Total;2015;4899;;4021;683;172;23
Ireland;Labour inspectorate records;Female;Permanent incapacity;2015;51;;42;7;2;0
Ireland;Labour inspectorate records;Female;Temporary incapacity;2015;4848;;3979;676;170;23
Isle of Man;Labour inspectorate records;Total;Total;2013;257;;;;;
Israel;Insurance records;Total;Total;2010;36012;;;;;
Israel;Insurance records;Total;Permanent incapacity;2010;32331;;;;;
Israel;Insurance records;Total;Temporary incapacity;2010;3681;;;;;
Israel;Insurance records;Total;Total;2017;68351;;;;;
Israel;Insurance records;Total;Permanent incapacity;2017;47069;;;;;
Israel;Insurance records;Total;Temporary incapacity;2017;21282;;;;;
Israel;Insurance records;Total;Total;2018;67836;;;;;
Israel;Insurance records;Total;Permanent incapacity;2018;49393;;;;;
Israel;Insurance records;Total;Temporary incapacity;2018;18443;;;;;
Israel;Insurance records;Male;Total;2018;46074;;;;;
Israel;Insurance records;Female;Total;2018;21762;;;;;
Italy;Insurance records;Total;Total;2010;437821;;0;0;0;437821
Italy;Insurance records;Total;Permanent incapacity;2010;32102;;0;0;0;32102
Italy;Insurance records;Total;Temporary incapacity;2010;405719;;0;0;0;405719
Italy;Insurance records;Male;Total;2010;327813;;0;0;0;327813
Italy;Insurance records;Male;Permanent incapacity;2010;25240;;0;0;0;25240
Italy;Insurance records;Male;Temporary incapacity;2010;302573;;0;0;0;302573
Italy;Insurance records;Female;Total;2010;110008;;0;0;0;110008
Italy;Insurance records;Female;Permanent incapacity;2010;6862;;0;0;0;6862
Italy;Insurance records;Female;Temporary incapacity;2010;103146;;0;0;0;103146
Italy;Insurance records;Total;Total;2011;405888;;0;0;0;405888
Italy;Insurance records;Total;Permanent incapacity;2011;31086;;0;0;0;31086
Italy;Insurance records;Total;Temporary incapacity;2011;374802;;0;0;0;374802
Italy;Insurance records;Male;Total;2011;302711;;0;0;0;302711
Italy;Insurance records;Male;Permanent incapacity;2011;24555;;0;0;0;24555
Italy;Insurance records;Male;Temporary incapacity;2011;278156;;0;0;0;278156
Italy;Insurance records;Female;Total;2011;103177;;0;0;0;103177
Italy;Insurance records;Female;Permanent incapacity;2011;6531;;0;0;0;6531
Italy;Insurance records;Female;Temporary incapacity;2011;96646;;0;0;0;96646
Italy;Insurance records;Total;Total;2012;359363;;0;0;0;359363
Italy;Insurance records;Total;Permanent incapacity;2012;27156;;0;0;0;27156
Italy;Insurance records;Total;Temporary incapacity;2012;332207;;0;0;0;332207
Italy;Insurance records;Male;Total;2012;264894;;0;0;0;264894
Italy;Insurance records;Male;Permanent incapacity;2012;21271;;0;0;0;21271
Italy;Insurance records;Male;Temporary incapacity;2012;243623;;0;0;0;243623
Italy;Insurance records;Female;Total;2012;94469;;0;0;0;94469
Italy;Insurance records;Female;Permanent incapacity;2012;5885;;0;0;0;5885
Italy;Insurance records;Female;Temporary incapacity;2012;88584;;0;0;0;88584
Italy;Insurance records;Total;Total;2013;329405;;0;0;0;329405
Italy;Insurance records;Total;Permanent incapacity;2013;28309;;0;0;0;28309
Italy;Insurance records;Total;Temporary incapacity;2013;301096;;0;0;0;301096
Italy;Insurance records;Male;Total;2013;240541;;0;0;0;240541
Italy;Insurance records;Male;Permanent incapacity;2013;21871;;0;0;0;21871
Italy;Insurance records;Male;Temporary incapacity;2013;218670;;0;0;0;218670
Italy;Insurance records;Female;Total;2013;88864;;0;0;0;88864
Italy;Insurance records;Female;Permanent incapacity;2013;6438;;0;0;0;6438
Italy;Insurance records;Female;Temporary incapacity;2013;82426;;0;0;0;82426
Italy;Insurance records;Total;Total;2014;313312;;0;0;0;313312
Italy;Insurance records;Total;Permanent incapacity;2014;25172;;0;0;0;25172
Italy;Insurance records;Total;Temporary incapacity;2014;288140;;0;0;0;288140
Italy;Insurance records;Male;Total;2014;226263;;0;0;0;226263
Italy;Insurance records;Male;Permanent incapacity;2014;19334;;0;0;0;19334
Italy;Insurance records;Male;Temporary incapacity;2014;206929;;0;0;0;206929
Italy;Insurance records;Female;Total;2014;87049;;0;0;0;87049
Italy;Insurance records;Female;Permanent incapacity;2014;5838;;0;0;0;5838
Italy;Insurance records;Female;Temporary incapacity;2014;81211;;0;0;0;81211
Italy;Insurance records;Total;Total;2015;295162;;0;0;0;295162
Italy;Insurance records;Total;Permanent incapacity;2015;26734;;0;0;0;26734
Italy;Insurance records;Total;Temporary incapacity;2015;268428;;0;0;0;268428
Italy;Insurance records;Male;Total;2015;215187;;0;0;0;215187
Italy;Insurance records;Male;Permanent incapacity;2015;20509;;0;0;0;20509
Italy;Insurance records;Male;Temporary incapacity;2015;194678;;0;0;0;194678
Italy;Insurance records;Female;Total;2015;79975;;0;0;0;79975
Italy;Insurance records;Female;Permanent incapacity;2015;6225;;0;0;0;6225
Italy;Insurance records;Female;Temporary incapacity;2015;73750;;0;0;0;73750
Italy;Insurance records;Total;Total;2016;291137;;;;;
Italy;Insurance records;Total;Permanent incapacity;2016;18772;;;;;
Italy;Insurance records;Total;Temporary incapacity;2016;272365;;;;;
Italy;Insurance records;Male;Total;2016;211512;;;;;
Italy;Insurance records;Male;Permanent incapacity;2016;14538;;;;;
Italy;Insurance records;Male;Temporary incapacity;2016;196974;;;;;
Italy;Insurance records;Female;Total;2016;79625;;;;;
Italy;Insurance records;Female;Permanent incapacity;2016;4234;;;;;
Italy;Insurance records;Female;Temporary incapacity;2016;75391;;;;;
Kazakhstan;Establishment or business register;Total;Total;2015;2307;;;;;
Kazakhstan;Establishment or business register;Male;Total;2015;1877;;;;;
Kazakhstan;Establishment or business register;Female;Total;2015;430;;;;;
Kazakhstan;Establishment or business register;Total;Total;2017;2045;;;;;
Kazakhstan;Establishment or business register;Male;Total;2017;1648;;;;;
Kazakhstan;Establishment or business register;Female;Total;2017;397;;;;;
Kyrgyzstan;Labour inspectorate records;Total;Total;2013;10;;;;;
Kyrgyzstan;Labour inspectorate records;Male;Total;2013;7;;;;;
Kyrgyzstan;Labour inspectorate records;Female;Total;2013;3;;;;;
Latvia;Labour inspectorate records;Total;Total;2011;1363;;;;;
Latvia;Labour inspectorate records;Male;Total;2011;912;;;;;
Latvia;Labour inspectorate records;Female;Total;2011;451;;;;;
Latvia;Labour inspectorate records;Total;Total;2012;1476;;;;;
Latvia;Labour inspectorate records;Male;Total;2012;952;;;;;
Latvia;Labour inspectorate records;Female;Total;2012;524;;;;;
Lithuania;Labour inspectorate records;Total;Total;2010;2266;;2252;7;7;0
Lithuania;Labour inspectorate records;Total;Permanent incapacity;2010;60;;60;0;0;0
Lithuania;Labour inspectorate records;Total;Temporary incapacity;2010;2206;;2192;7;7;0
Lithuania;Labour inspectorate records;Male;Total;2010;1479;;1469;5;5;0
Lithuania;Labour inspectorate records;Male;Permanent incapacity;2010;45;;45;0;0;0
Lithuania;Labour inspectorate records;Male;Temporary incapacity;2010;1434;;1424;5;5;0
Lithuania;Labour inspectorate records;Female;Total;2010;787;;783;2;2;0
Lithuania;Labour inspectorate records;Female;Permanent incapacity;2010;15;;15;0;0;0
Lithuania;Labour inspectorate records;Female;Temporary incapacity;2010;772;;768;2;2;0
Lithuania;Labour inspectorate records;Total;Total;2011;2625;;2605;4;16;0
Lithuania;Labour inspectorate records;Total;Permanent incapacity;2011;46;;46;0;0;0
Lithuania;Labour inspectorate records;Total;Temporary incapacity;2011;2579;;2559;4;16;0
Lithuania;Labour inspectorate records;Male;Total;2011;1732;;1718;0;14;0
Lithuania;Labour inspectorate records;Male;Permanent incapacity;2011;38;;38;0;0;0
Lithuania;Labour inspectorate records;Male;Temporary incapacity;2011;1694;;1680;0;14;0
Lithuania;Labour inspectorate records;Female;Total;2011;893;;887;4;2;0
Lithuania;Labour inspectorate records;Female;Permanent incapacity;2011;8;;8;0;0;0
Lithuania;Labour inspectorate records;Female;Temporary incapacity;2011;885;;879;4;2;0
Lithuania;Labour inspectorate records;Total;Total;2012;2809;;2695;10;22;82
Lithuania;Labour inspectorate records;Total;Permanent incapacity;2012;75;;73;0;0;2
Lithuania;Labour inspectorate records;Total;Temporary incapacity;2012;2734;;2622;10;22;80
Lithuania;Labour inspectorate records;Male;Total;2012;1824;;1748;8;15;53
Lithuania;Labour inspectorate records;Male;Permanent incapacity;2012;55;;55;0;0;0
Lithuania;Labour inspectorate records;Male;Temporary incapacity;2012;1769;;1693;8;15;53
Lithuania;Labour inspectorate records;Female;Total;2012;985;;947;2;7;29
Lithuania;Labour inspectorate records;Female;Permanent incapacity;2012;20;;18;0;0;2
Lithuania;Labour inspectorate records;Female;Temporary incapacity;2012;965;;929;2;7;27
Lithuania;Labour inspectorate records;Total;Total;2013;3043;;2987;7;10;39
Lithuania;Labour inspectorate records;Total;Permanent incapacity;2013;72;;72;0;0;0
Lithuania;Labour inspectorate records;Total;Temporary incapacity;2013;2971;;2915;7;10;39
Lithuania;Labour inspectorate records;Male;Total;2013;1955;;1916;7;10;22
Lithuania;Labour inspectorate records;Male;Permanent incapacity;2013;57;;57;0;0;0
Lithuania;Labour inspectorate records;Male;Temporary incapacity;2013;1898;;1859;7;10;22
Lithuania;Labour inspectorate records;Female;Total;2013;1088;;1071;0;0;17
Lithuania;Labour inspectorate records;Female;Permanent incapacity;2013;15;;15;0;0;0
Lithuania;Labour inspectorate records;Female;Temporary incapacity;2013;1073;;1056;0;0;17
Lithuania;Labour inspectorate records;Total;Total;2014;3117;;3094;4;15;4
Lithuania;Labour inspectorate records;Total;Permanent incapacity;2014;126;;126;0;0;0
Lithuania;Labour inspectorate records;Total;Temporary incapacity;2014;2991;;2968;4;15;4
Lithuania;Labour inspectorate records;Male;Total;2014;2024;;2011;2;9;2
Lithuania;Labour inspectorate records;Male;Permanent incapacity;2014;95;;95;0;0;0
Lithuania;Labour inspectorate records;Male;Temporary incapacity;2014;1929;;1916;2;9;2
Lithuania;Labour inspectorate records;Female;Total;2014;1093;;1083;2;6;2
Lithuania;Labour inspectorate records;Female;Permanent incapacity;2014;31;;31;0;0;0
Lithuania;Labour inspectorate records;Female;Temporary incapacity;2014;1062;;1052;2;6;2
Lithuania;Labour inspectorate records;Total;Total;2015;3278;;3259;4;13;2
Lithuania;Labour inspectorate records;Total;Permanent incapacity;2015;109;;109;0;0;0
Lithuania;Labour inspectorate records;Total;Temporary incapacity;2015;3169;;3150;4;13;2
Lithuania;Labour inspectorate records;Male;Total;2015;2107;;2092;2;11;2
Lithuania;Labour inspectorate records;Male;Permanent incapacity;2015;85;;85;0;0;0
Lithuania;Labour inspectorate records;Male;Temporary incapacity;2015;2022;;2007;2;11;2
Lithuania;Labour inspectorate records;Female;Total;2015;1171;;1167;2;2;0
Lithuania;Labour inspectorate records;Female;Permanent incapacity;2015;24;;24;0;0;0
Lithuania;Labour inspectorate records;Female;Temporary incapacity;2015;1147;;1143;2;2;0
Luxembourg;Insurance records;Total;Total;2010;6983;;1090;5524;369;0
Luxembourg;Insurance records;Total;Permanent incapacity;2010;408;;43;333;32;0
Luxembourg;Insurance records;Total;Temporary incapacity;2010;6575;;1047;5191;337;0
Luxembourg;Insurance records;Male;Total;2010;5665;;784;4580;301;0
Luxembourg;Insurance records;Male;Permanent incapacity;2010;335;;26;281;28;0
Luxembourg;Insurance records;Male;Temporary incapacity;2010;5330;;758;4299;273;0
Luxembourg;Insurance records;Female;Total;2010;1318;;306;944;68;0
Luxembourg;Insurance records;Female;Permanent incapacity;2010;73;;17;52;4;0
Luxembourg;Insurance records;Female;Temporary incapacity;2010;1245;;289;892;64;0
Luxembourg;Insurance records;Total;Total;2011;7130;;1075;5684;371;0
Luxembourg;Insurance records;Total;Permanent incapacity;2011;391;;38;322;31;0
Luxembourg;Insurance records;Total;Temporary incapacity;2011;6739;;1037;5362;340;0
Luxembourg;Insurance records;Male;Total;2011;5794;;794;4711;289;0
Luxembourg;Insurance records;Male;Permanent incapacity;2011;328;;28;271;29;0
Luxembourg;Insurance records;Male;Temporary incapacity;2011;5466;;766;4440;260;0
Luxembourg;Insurance records;Female;Total;2011;1336;;281;973;82;0
Luxembourg;Insurance records;Female;Permanent incapacity;2011;63;;10;51;2;0
Luxembourg;Insurance records;Female;Temporary incapacity;2011;1273;;271;922;80;0
Luxembourg;Insurance records;Total;Total;2012;7163;;1111;5691;361;0
Luxembourg;Insurance records;Total;Permanent incapacity;2012;430;;56;348;26;0
Luxembourg;Insurance records;Total;Temporary incapacity;2012;6733;;1055;5343;335;0
Luxembourg;Insurance records;Male;Total;2012;5687;;740;4670;277;0
Luxembourg;Insurance records;Male;Permanent incapacity;2012;362;;42;300;20;0
Luxembourg;Insurance records;Male;Temporary incapacity;2012;5325;;698;4370;257;0
Luxembourg;Insurance records;Female;Total;2012;1476;;371;1021;84;0
Luxembourg;Insurance records;Female;Permanent incapacity;2012;68;;14;48;6;0
Luxembourg;Insurance records;Female;Temporary incapacity;2012;1408;;357;973;78;0
Luxembourg;Insurance records;Total;Total;2013;7055;;1133;5575;347;0
Luxembourg;Insurance records;Total;Permanent incapacity;2013;384;;50;301;33;0
Luxembourg;Insurance records;Total;Temporary incapacity;2013;6671;;1083;5274;314;0
Luxembourg;Insurance records;Male;Total;2013;5619;;788;4560;271;0
Luxembourg;Insurance records;Male;Permanent incapacity;2013;319;;34;257;28;0
Luxembourg;Insurance records;Male;Temporary incapacity;2013;5300;;754;4303;243;0
Luxembourg;Insurance records;Female;Total;2013;1436;;345;1015;76;0
Luxembourg;Insurance records;Female;Permanent incapacity;2013;65;;16;44;5;0
Luxembourg;Insurance records;Female;Temporary incapacity;2013;1371;;329;971;71;0
Luxembourg;Insurance records;Total;Total;2014;7183;;1129;5675;379;0
Luxembourg;Insurance records;Total;Permanent incapacity;2014;339;;39;270;30;0
Luxembourg;Insurance records;Total;Temporary incapacity;2014;6844;;1090;5405;349;0
Luxembourg;Insurance records;Male;Total;2014;5701;;812;4588;301;0
Luxembourg;Insurance records;Male;Permanent incapacity;2014;284;;28;232;24;0
Luxembourg;Insurance records;Male;Temporary incapacity;2014;5417;;784;4356;277;0
Luxembourg;Insurance records;Female;Total;2014;1482;;317;1087;78;0
Luxembourg;Insurance records;Female;Permanent incapacity;2014;55;;11;38;6;0
Luxembourg;Insurance records;Female;Temporary incapacity;2014;1427;;306;1049;72;0
Luxembourg;Insurance records;Total;Total;2015;7359;;1118;5859;382;0
Luxembourg;Insurance records;Total;Permanent incapacity;2015;286;;31;227;28;0
